,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Shefali Arora Chouhan,Latent Fingerprint Identification for Crime Investigation Using Apache Spark,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:W7OEmFMy1HYC,"International Journal of Information Systems & Management Science, Forthcoming, 2018","S Arora, MPS Bhatia",,
Dr Shefali Arora Chouhan,Improving the accuracy of recommender systems through annealing,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:2osOgNQ5qMEC,"Information and Communication Technology for Sustainable Development …, 2017","S Arora, S Goel",4,
Dr Shefali Arora Chouhan,Analyzing mobile phone usage using clustering in Spark MLLib and Pig.,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:zYLM7Y9cAGgC,"International Journal of Advanced Research in Computer Science 8 (1), 2017",S Arora,8,
Dr Shefali Arora Chouhan,Handling cold start problem in recommender systems by clustering demographic attribute,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:IjCSPb-OGe4C,"Int. J. Eng. Appl. Sci. Technol 1, 59-63, 2016","S Gupta, S Arora",2,
Dr Shefali Arora Chouhan,Hindi Analyser: A Context-Aware Approach for Semantic Clustering of Hindi Words,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:ZeXyd9-uunAC,"Journal of Multi Disciplinary Engineering Technologies 18 (01), 0","S Arora, R Mittal, S Gupta",,
Dr Shefali Arora Chouhan,2018 First International Conference on Secure Cyber Computing and Communication (ICSCCC),,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:UebtZRa9Y70C,,"MR Abbasi, N Agarwal, N Agarwal, K Ahuja, M Ahuja, J Aidan, M Airon, ...",,
Dr Shefali Arora Chouhan,COLLABORATIVE APPROACH FOR TREND ANALYSIS USING CLUSTERING MECHANISMS AND BIG DATA TECHNOLOGIES,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:Y0pCki6q_DkC,,"S Arora, R Mittal, MPS Bhatia",,
Dr Shefali Arora Chouhan,AN IMPROVEMENT IN LARSA AND ITS IMPLEMENTATION ON ALLOCATION OF SEATS TO CATEGORIES IN AN ORGANIZATION,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:9yKSN-GCB0IC,,"S Jain, D Gupta, S Arora",,
Dr KUNWAR PAL,"Biomass densification pathways for India: An overview on technologies, characterization, testing, challenges and economics",2026,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:isC4tDSrTZIC,"Energy for Sustainable Development 90, 101878, 2026","D Awasthi, K Pal, TK Patra, N Gakkhar, AP Toor",,
Dr KUNWAR PAL,"Briquette and biochar production from apple-pruned residue for energy recovery, soil fertility and water purification",2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:TFP_iSt0sucC,"Discover Environment 3 (1), 1-14, 2025","V Sharma, RK Aggarwal, D Kumar, K Pal",,
Dr KUNWAR PAL,Effect of Primary Air on Performance of a Natural Draft Dual-Purpose Gasifier Stove: An Experimental Study,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:j3f4tGmQtD8C,"BioEnergy Research 18 (1), 1-11, 2025","D Awasthi, K Pal",1,
Dr KUNWAR PAL,Comprehensive review of path planning techniques for unmanned aerial vehicles (uavs),2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:4JMBOYKVnBMC,"ACM Computing Surveys 58 (3), 1-44, 2025","P Kumar, K Pal, MC Govil",5,
Dr KUNWAR PAL,Prioritized real-time multi-objective coverage path planning scheme for energy-constrained multi-UAVs,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:r0BpntZqJG4C,"Sādhanā 50 (3), 1-19, 2025","P Kumar, K Pal, MC Govil",,
Dr KUNWAR PAL,Group formation technique based on deep embedded clustering and similarity for group recommendation system,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:bEWYMUwI8FkC,"Knowledge and Information Systems, 1-33, 2025","S Singhal, K Pal",,
Dr KUNWAR PAL,Lignocellulosic biomass to biochar: An overview on impact of production technologies on biochar yield and techno-economics,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:iH-uZ7U-co4C,"Journal of the Energy Institute, 102233, 2025","PR Chauhan, D Awasthi, R Godara, K Pal, V Vijay, PV Aravind",1,
Dr KUNWAR PAL,Valorization of rice straw via torrefaction and its effect on the physicochemical properties,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:R3hNpaxXUhUC,"Biomass Conversion and Biorefinery, 1-20, 2025","A Rafey, K Pal, KK Pant",6,
Dr KUNWAR PAL,State of art and emerging trends on group recommender system: a comprehensive review,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:TQgYirikUcIC,"International Journal of Multimedia Information Retrieval 13 (2), 22, 2024","S Singhal, K Pal",8,
Dr KUNWAR PAL,Introduction to Various Types of Wastes,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:_Qo2XoVZTnwC,"From Waste to Wealth, 3-18, 2024","A Rafey, K Pal, KK Pant, E Ahmad, S Upadhyayula",2,
Dr KUNWAR PAL,Conversion and Utilization of Farm Agro-Waste to Sustainable Energy Production: A Waste to Wealth Approach,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:e5wmG9Sq2KIC,"From Waste to Wealth, 153-174, 2024","D Hooda, Himanshu, N Gakkhar, K Pal",1,
Dr KUNWAR PAL,Evaluating HHV Prediction Equations Using Proximate and Ultimate Analyses,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:RHpTSmoSYBkC,"International Conference on Advances in Energy Research, 331-341, 2023","Deepti, N Gakkhar, AP Toor, K Pal",1,
Dr KUNWAR PAL,Rapid A*: a robust path planning scheme for UAVs,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:ZeXyd9-uunAC,"International Journal of Intelligent Robotics and Applications 7 (4), 720-739, 2023","P Kumar, K Pal, MC Govil, A Choudhary",9,
Dr KUNWAR PAL,"Revisiting of peer-to-peer traffic: taxonomy, applications, identification techniques, new trends and challenges",2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:7PzlFSSx8tAC,"Knowledge and Information Systems 65 (11), 4479-4536, 2023","MSA Ansari, K Pal, MC Govil",7,
Dr KUNWAR PAL,Identification of vulnerable selfish peer in P2P network using nature-inspired optimization techniques,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:QIV2ME_5wuYC,"Physical Communication 59, 102110, 2023","MSA Ansari, K Pal, P Govil, MC Govil, N Chaurasia, A Vidyarthi, M Alharbi",4,
Dr KUNWAR PAL,Production of biomass derived highly porous activated carbon: a solution towards in-situ burning of crop residues in India,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:mVmsd5A6BfQC,"Bioresource Technology Reports 22, 101425, 2023","PR Chauhan, G Raveesh, K Pal, R Goyal, SK Tyagi",28,
Dr KUNWAR PAL,Development of energy efficient routing protocol using genetic algorithm for IoMT,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:qUcmZB5y_30C,"2023 Third International Conference on Secure Cyber Computing and …, 2023","RR Jha, M Singh, MSA Ansari, K Pal, MC Govil",3,
Dr KUNWAR PAL,Area-coverage path planning for unmanned aerial vehicles: A Review,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:IWHjjKOFINEC,"2023 Third International Conference on Secure Cyber Computing and …, 2023","S Sonawane, K Pal",,
Dr KUNWAR PAL,An efficient and optimized Markov chain-based prediction for server consolidation in cloud environment,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:Wp0gIr-vW9MC,"Computers and Electrical Engineering 108, 108707, 2023","N Chaurasia, M Kumar, A Vidyarthi, K Pal, A Alkhayyat",6,
Dr KUNWAR PAL,A fuzzy based hierarchical flash crowd controller for live video streaming in P2P network,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:4DMP91E08xMC,"Peer-to-Peer Networking and Applications 16 (2), 1027-1048, 2023","MSA Ansari, K Pal, P Govil, MC Govil",6,
Dr KUNWAR PAL,A statistical analysis of SAMPARK dataset for peer-to-peer traffic and selfish-peer identification,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:4TOpqqG69KYC,"Multimedia Tools and Applications 82 (6), 8507-8535, 2023","MSA Ansari, K Pal, P Govil, MC Govil, LK Awasthi",12,
Dr KUNWAR PAL,A state-of-the-art review on the technological advancements for the sustainable management of plastic waste in consort with the generation of energy and value-added chemicals,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:HDshCWvjkbEC,"Catalysts 13 (2), 420, 2023","A Rafey, K Pal, A Bohre, A Modak, KK Pant",38,
Dr KUNWAR PAL,Energy and Exergy Analyses of Typical Cookstove Models Using Different Biomass Feedstocks,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:M3ejUd6NZC8C,"Biomass, Bioenergy & Bioeconomy, 161-184, 2022","K Pal, Himanshu, SK Tyagi",1,
Dr KUNWAR PAL,Energy and exergy analysis and emission reduction from forced draft gasifier cookstove models: a comparative study,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:L8Ckcad2t8MC,"Journal of Thermal Analysis and Calorimetry 147 (15), 8509-8521, 2022","Himanshu, K Pal, S Jain, SK Tyagi",18,
Dr KUNWAR PAL,Correction to: Energy and exergy analysis and emission reduction from forced draft gasifier cookstove models: a comparative study,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:dhFuZR0502QC,"Journal of Thermal Analysis and Calorimetry 147 (15), 8523-8524, 2022","Himanshu, K Pal, S Jain, SK Tyagi",1,
Dr KUNWAR PAL,P2P traffic identification using machine learning and feature selection techniques,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:KlAtU1dfN6UC,"Edge Analytics: Select Proceedings of 26th International Conference—ADCOM …, 2022","MSA Ansari, K Pal, MC Govil, P Govil, A Srivastava",7,
Dr KUNWAR PAL,Digital image processing application in Agriculture (Pest Detection)-Review paper,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:qxL8FJ1GzNcC,,"N Gautam, N Chaurasia, K Pal",,
Dr KUNWAR PAL,Score-based Incentive Mechanism (SIM) for live multimedia streaming in peer-to-peer network,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:UebtZRa9Y70C,"Multimedia Tools and Applications 80 (13), 19263-19290, 2021","SA Ansari, K Pal, MC Govil, M Ahmed, T Chawla, A Choudhary",15,
Dr KUNWAR PAL,Ensemble machine learning for P2P traffic identification,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:hqOjcs7Dif8C,"Int J Comput Digital Syst, 2021","MSA Ansari, K Pal, MC Govil, P Govil, A Srivastava",9,
Dr KUNWAR PAL,Development of advanced biomass cookstove and performance comparisons using the modified star rating methodology,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:hC7cP41nSMkC,"Energy Engineering: Journal of the Association of Energy Engineers 118 (5), 1237, 2021","K Pal, S Jain, S Tyagi",11,
Dr KUNWAR PAL,Tools and techniques in optimization of network resources,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:Se3iqnhoufwC,"2020 3rd International Conference on Emerging Technologies in Computer …, 2020","MSA Ansari, MC Govil, K Pal, SG Samaddar",8,
Dr KUNWAR PAL,A survey on adaptive multimedia streaming,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:UeHWp8X0CEIC,"Recent Trends in Communication Networks, 185-202, 2019","K Pal, MC Govil, M Ahmed, T Chawla",11,
Dr KUNWAR PAL,FLHyO: fuzzy logic based hybrid overlay for P2P live video streaming,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:qjMakFHDy7sC,"Multimedia Tools and Applications 78 (23), 33679-33702, 2019","K Pal, MC Govil, M Ahmed",13,
Dr KUNWAR PAL,Utilization-based hybrid overlay for live video streaming in P2P network,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:IjCSPb-OGe4C,"Recent Findings in Intelligent Computing Techniques: Proceedings of the 5th …, 2018","K Pal, MC Govil, M Ahmed",4,
Dr KUNWAR PAL,Priority-based scheduling scheme for live video streaming in peer-to-peer network,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:u5HHmVD_uO8C,"Multimedia Tools and Applications 77 (18), 24427-24457, 2018","K Pal, MC Govil, M Ahmed",13,
Dr KUNWAR PAL,Slack time–based scheduling scheme for live video streaming in P2P network,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:ufrVoPGSRksC,"International Journal of Communication Systems 31 (2), e3440, 2018","K Pal, MC Govil, M Ahmed",11,
Dr KUNWAR PAL,Comparative Analysis of Utilization Based Hybrid Overlay for Live Video Streaming in P2P Network.,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:zYLM7Y9cAGgC,"International Journal of Intelligent Engineering & Systems 10 (3), 2017","K Pal, MC Govil, M Ahmed",2,
Dr KUNWAR PAL,Utilization based hybrid overlay approach for P2P live streaming: a comparative analysis,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:_FxGoFyzp5QC,"Proceedings of the International Conference on Parallel and Distributed …, 2017","K Pal, M Ahmed, MC Govil",1,
Dr KUNWAR PAL,A distinctive analysis of new hybrid overlay approach with classical overlay approaches for P2P live streaming,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:Tyk-4Ss8FVUC,"Proceedings of the International Conference on Parallel and Distributed …, 2017","K Pal, M Ahmed, MC Govil",2,
Dr KUNWAR PAL,Comparative analysis of new hybrid approach for overlay construction in P2P live streaming,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:d1gkVwhDpl0C,"International Conference on Emerging Research in Computing, Information …, 2016","K Pal, MC Govil, M Ahmed",5,
Dr KUNWAR PAL,An Assessment to Biomass-Based Combustion Systems,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:hFOr9nPyWt4C,"Journal of Biofuels and Bioenergy 2 (2), 102-121, 2016","K Pal, SK Sansaniwal, P Gera, MK Jha, SK Tyagi",3,
Dr KUNWAR PAL,A new hybrid approach for overlay construction in p2p live streaming,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:Y0pCki6q_DkC,"2015 International Conference on Advances in Computing, Communications and …, 2015","K Pal, MC Govil, M Ahmed",18,
Dr KUNWAR PAL,Recent Advances in Bioenergy Research Vol. III 2014,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:mB3voiENLucC,"Recent Advances in Bioenergy Research, 79, 2014","K Pal, AK Pandey, P Gera, SK Tyagi",1,
Dr KUNWAR PAL,Comparative study of different biomass cookstove model: An experimental study,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:eQOLeE2rZwMC,"Recent Advances in Bioenergy Research, 79, 2014","K Pal, AK Pandey, P Gera, SK Tyagi",1,
Dr KUNWAR PAL,Providing Security in VPN by using Tunneling and Firewall,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:roLk4NBRz8UC,"International Journal of Engineering and Advanced Technology (IJEAT) 2 (3), 2013","S Wadhwa, K Pal",5,
Dr KUNWAR PAL,Optimize OLSR with cognitive in wireless mesh network,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:LkGwnXOMwfcC,"International Journal of Engineering and Advanced Technology (IJEAT) 2 (3), 2013",M Kaur,8,
Dr KUNWAR PAL,Comparison of Secure OLSR Routing Protocol,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=37CNdWQAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=37CNdWQAAAAJ:2osOgNQ5qMEC,"International Journal of Engineering Science and Technology (IJEST) 3 (6), 2011","K Pal, S Sofat, D Bansal",1,
