,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Aruna Malik,Genetic algorithm based data controlling method using IoT enabled WSNs,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:K3LRdlH-MEoC,"Soft Computing, 1-18, 2025","S Singh, AS Nandan, G Sikka, A Malik, PK Singh",5,
Dr Aruna Malik,Advancements in Renewable Energy Harvesting for EV Charging Infrastructure,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:sSrBHYA8nusC,"Optimized Energy Management Strategies for Electric Vehicles, 119-152, 2025","M Singh, R Sharma, R Singh, A Malik, PK Aggarwal",2,
Dr Aruna Malik,Transformer-Dilated ResUNet: An Efficient and Accurate Framework for Polyp Segmentation,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:bFI3QPDXJZMC,"Procedia Computer Science 259, 1765-1772, 2025","S Gupta, G Sikka, A Malik, S Singh, V Tyagi",,
Dr Aruna Malik,An Innovative Interpolation Based Reversible Steganographic Technique,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:pyW8ca7W8N0C,"Procedia Computer Science 259, 1855-1862, 2025","PS Sandhu, A Malik, S Singh, V Tyagi",,
Dr Aruna Malik,Optimizing secure data transmission in 6g-enabled iomt using blockchain integration,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:WbkHhVStYXYC,"IEEE Transactions on Consumer Electronics, 2024","A Malik, V Tyagi, S Singh, R Kumar, H Wu, SS Gill",8,
Dr Aruna Malik,A Hybrid Seagull Optimization Algorithm for Effective Task Offloading in Edge Computing Systems,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:P5F9QuxV20EC,"National Academy Science Letters, 1-10, 2024","A Sinha, S Singh, HK Verma",2,
Dr Aruna Malik,IoT based sensor network clustering for intelligent transportation system using meta‐heuristic algorithm,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:RYcK_YlVTxYC,"Concurrency and Computation: Practice and Experience 36 (20), e8193, 2024","A Malik, S Singh, Manju, M Kumar, SS Gill",7,
Dr Aruna Malik,MS-EAR: A mobile sink based energy aware routing technique for SDN enabled WSNs,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:Tiz5es2fbqcC,"Peer-to-Peer Networking and Applications 17 (5), 3314-3334, 2024","V Tyagi, S Singh",6,
Dr Aruna Malik,Multi speaker text-to-speech synthesis using generalized end-to-end loss function,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:BqipwSGYUEgC,"Multimedia Tools and Applications 83 (24), 64205-64222, 2024","O Nazir, A Malik, S Singh, ASK Pathan",6,
Dr Aruna Malik,Detecting low-resolution deepfakes: an exploration of machine learning techniques,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:YFjsv_pBGBYC,"Multimedia Tools and Applications 83 (25), 66283-66298, 2024","M Pandey, S Singh, A Malik, R Kumar",5,
Dr Aruna Malik,8 Multi-Hop Routing,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:J_g5lzvAfSwC,"Software-Defined Network Frameworks: Security Issues and Use Cases, 121, 2024","M Singh, A Malik",,
Dr Aruna Malik,Multi-hop routing protocol in SDN-based wireless sensor network: a comprehensive survey,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:RGFaLdJalmkC,"Software-Defined Network Frameworks, 121-141, 2024","M Singh, A Malik",7,
Dr Aruna Malik,A survey on blockchain based IoT forensic evidence preservation: research trends and current challenges,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:NMxIlDl6LWMC,"Multimedia Tools and Applications 83 (14), 42413-42458, 2024","Sakshi, A Malik, AK Sharma",16,
Dr Aruna Malik,Analysis and Performance Evaluation of Routing Protocols using Sink Mobility in IoT-enabled Wireless Sensor Networks,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:NhqRSupF_l8C,"IoT-enabled Sensor Networks: Architecture, Methodologies, Security, and …, 2024","S Singh, A Malik",4,
Dr Aruna Malik,IoT-Based Smart Indoor Navigation System with Voice Assistance for Museums,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:u_35RYKgDlwC,"International Conference on Communication and Intelligent Systems, 449-457, 2023","Manju, S Singh, S Kumar",,
Dr Aruna Malik,Innovative image interpolation based reversible data hiding for secure communication,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:blknAaTinKkC,"Discover Internet of Things 3 (1), 22, 2023","R Punia, A Malik, S Singh",9,
Dr Aruna Malik,An interpolation-based reversible data hiding scheme for internet of things applications,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:JV2RwH3_ST0C,"Discover Internet of Things 3 (1), 18, 2023","R Punia, A Malik, S Singh",12,
Dr Aruna Malik,Robust Semi-supervised Medical Image Classification: Leveraging Reliable Pseudo-labels,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:UxriW0iASnsC,"International Conference on Computer Vision and Image Processing, 27-38, 2023","D Kumar, G Sikka, S Singh",,
Dr Aruna Malik,Design of 3-D Pipe Routing for Internet of Things Networks Using Genetic Algorithm,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:M3NEmzRMIkIC,"6G Enabled Fog Computing in IoT: Applications and Opportunities, 261-283, 2023","V Maan, A Malik, S Singh, D Sharma",,
Dr Aruna Malik,Blockchain-based digital chain of custody multimedia evidence preservation framework for internet-of-things,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:isC4tDSrTZIC,"Journal of Information Security and Applications 77, 103579, 2023","A Malik, AK Sharma",23,
Dr Aruna Malik,A novel cluster head selection algorithm based IoT enabled heterogeneous WSNs distributed architecture for smart city,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:_Qo2XoVZTnwC,"Microprocessors and Microsystems 101, 104892, 2023","S Singh, D Garg, A Malik",26,
Dr Aruna Malik,"An analysis study of security threats, vulnerabilities challenges of cyber-physical systems",2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:maZDTaKrznsC,"IoT, Big Data and AI for Improving Quality of Everyday Life: Present and …, 2023","JA Wani, S Sing, A Malik, PK Singh",1,
Dr Aruna Malik,Reversible data hiding with high visual quality using pairwise PVO and PEE,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:e5wmG9Sq2KIC,"Multimedia Tools and Applications 82 (20), 30733-30758, 2023","N Kumar, R Kumar, A Malik, S Singh, KH Jung",22,
Dr Aruna Malik,A genetic-algorithm-based dynamic transmission of data for communicable disease in IoMT environment,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:RHpTSmoSYBkC,"IEEE Internet of Things Journal 11 (1), 1427-1438, 2023","S Singh, AS Nandan, G Sikka, A Malik, N Kumar",24,
Dr Aruna Malik,Modified energy-proficient partial coverage methodology for optimizing coverage in WSN,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:vV6vV6tmYwMC,"Multimedia Tools and Applications 82 (15), 22669-22685, 2023","Manju, S Singh",3,
Dr Aruna Malik,Multifactor authentication schemes for multiserver based wireless application: A review,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:pqnbT2bcN3wC,"2023 Third International Conference on Secure Cyber Computing and …, 2023","Y Nogia, S Singh, V Tyagi",8,
Dr Aruna Malik,A review on deep learning-based polyp segmentation for efficient colorectal cancer screening,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:TFP_iSt0sucC,"2023 Third International Conference on Secure Cyber Computing and …, 2023","S Gupta, G Sikka, A Malik",5,
Dr Aruna Malik,A review on fake news detection techniques,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:bEWYMUwI8FkC,"2023 Third International Conference on Secure Cyber Computing and …, 2023","K Mandal, A Malik",1,
Dr Aruna Malik,An analysis of anomaly detection techniques for IoT devices: A review,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:iH-uZ7U-co4C,"2023 Third International Conference on Secure Cyber Computing and …, 2023","S Bindra, A Malik",7,
Dr Aruna Malik,Review on cognitive computing techniques in healthcare,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:r0BpntZqJG4C,"2023 Third International Conference on Secure Cyber Computing and …, 2023","H Kaur, A Malik",3,
Dr Aruna Malik,Performance Analysis of User Authentication Schemes in Wireless Sensor Networks,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:l7t_Zn2s7bgC,"Proceedings of International Conference on Recent Innovations in Computing …, 2023","R Kumar, S Singh",,
Dr Aruna Malik,A Review on GIF-Based Steganography Techniques,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:EUQCXRtRnyEC,"Proceedings of International Conference on Recent Innovations in Computing …, 2023","A Chola, LK Awasthi, S Singh",1,
Dr Aruna Malik,Multimedia information hiding method for AMBTC compressed images using LSB substitution technique,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:R3hNpaxXUhUC,"Multimedia Tools and Applications 82 (6), 8623-8642, 2023","R Kumar, A Malik",8,
Dr Aruna Malik,A reversible data hiding technique using lower magnitude error channel pair selection,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:TQgYirikUcIC,"Multimedia Tools and Applications 82 (6), 8467-8488, 2023","SR Brahma, S Singh, DK Gupta, A Malik",5,
Dr Aruna Malik,Encoder-Decoder Architecture for Image Steganography using Skip Connections.,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:_xSYboBqXhAC,"Procedia Computer Science 218, 1122-1131, 2023","A Kumar, R Rani, S Singh",15,
Dr Aruna Malik,MPPT-EPO optimized solar energy harvesting for maximizing the WSN lifetime,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:f2IySw72cVMC,"Peer-to-Peer Networking and Applications 16 (1), 347-357, 2023","P Gupta, S Tripathi, S Singh, VS Gupta",15,
Dr Aruna Malik,A secure and efficient computation based multifactor authentication scheme for Intelligent IoT-enabled WSNs,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:70eg2SAEIzsC,"Computers and Electrical Engineering 105, 108495, 2023","R Kumar, S Singh, PK Singh",28,
Dr Aruna Malik,Discover Internet of Things,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:NaGl4SEjCO4C,,"R Punia, A Malik, S Singh",,
Dr Aruna Malik,Prescribing Practices of QT Interval Prolonging Drugs in Critically Ill Older Adults in South India,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:GnPB-g6toBAC,"Kathmandu Univ Med J 83 (3), 298-303, 2023","SR Moolambally, A Malik, A Boloor",,
Dr Aruna Malik,High Payload Lossless Steganography Using Image Interpolation,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:hMod-77fHWUC,"Security and Communication Networks 2023 (1), 2068813, 2023","RP Sharma, A Malik, S Singh, S Agarwal, R Kumar",3,
Dr Aruna Malik,A comparative review on image interpolation-based reversible data hiding,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:j3f4tGmQtD8C,"International Conference on Computing, Communications, and Cyber-Security …, 2022","RP Sharma, A Malik",3,
Dr Aruna Malik,Image interpolation-based steganographic techniques under spatial domain: A survey,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:4JMBOYKVnBMC,"International Conference on Computing, Communications, and Cyber-Security …, 2022","R Punia, A Malik",1,
Dr Aruna Malik,Low bandwidth data hiding for multimedia systems based on bit redundancy,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:_kc_bZDykSQC,"Multimedia Tools and Applications 81 (24), 35027-35045, 2022","N Kumar, R Kumar, A Malik, S Singh",8,
Dr Aruna Malik,A secure energy-efficient routing protocol for disease data transmission using IoMT,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:mB3voiENLucC,"Computers and Electrical Engineering 101, 108113, 2022","S Singh, AS Nandan, G Sikka, A Malik, A Vidyarthi",42,
Dr Aruna Malik,A hybridized modified densenet deep architecture with CLAHE algorithm for humpback whale identification and recognition,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:Wp0gIr-vW9MC,"Multimedia Tools and Applications 81 (14), 19779-19793, 2022","A Vidyarthi, A Malik",6,
Dr Aruna Malik,Genetic algorithm application on 3D pipe routing: a review,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:hFOr9nPyWt4C,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2, 139-148, 2022","V Maan, A Malik",3,
Dr Aruna Malik,ECICM: An Efficient Clustering and Information Collection Method in Heterogeneous Wireless Sensor Networks,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:IWHjjKOFINEC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2, 249-262, 2022","S Singh, A Malik, PK Singh",,
Dr Aruna Malik,DEERS: Design Energy-Efficient Routing Scheme for Harsh Environment Monitoring in Heterogeneous WSNs,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:ZeXyd9-uunAC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2, 53-65, 2022","S Singh, A Malik, PS Mehra, PK Singh",,
Dr Aruna Malik,ECICM: An Efficient Clustering,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:a0OBvERweLwC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2 855, 249, 2022","S Singh, A Malik, PK Singh",1,
Dr Aruna Malik,Monitoring in Heterogeneous WSNs,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:rO6llkc54NcC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2 855, 53, 2022","S Singh, A Malik, PS Mehra, PK Singh",,
Dr Aruna Malik,High‐quality reversible data hiding scheme using sorting and enhanced pairwise PEE,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:qxL8FJ1GzNcC,"IET image processing 16 (4), 1096-1110, 2022","G Kaur, S Singh, R Rani, R Kumar, A Malik",21,
Dr Aruna Malik,Optimized routing technique for IoT enabled software-defined heterogeneous WSNs using genetic mutation based PSO,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:4DMP91E08xMC,"Computer Standards & Interfaces 79, 103548, 2022","R Ramteke, S Singh, A Malik",67,
Dr Aruna Malik,A proficient data gathering technique for unmanned aerial vehicle‐enabled heterogeneous wireless sensor networks,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:9ZlFYXVOiuMC,"International Journal of Communication Systems 34 (16), e4956, 2021","S Singh, A Malik, R Kumar, PK Singh",17,
Dr Aruna Malik,A green data collection & transmission method for IoT-based WSN in disaster management,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:QIV2ME_5wuYC,"IEEE Sensors Journal 21 (22), 25912-25921, 2021","AS Nandan, S Singh, A Malik, R Kumar",60,
Dr Aruna Malik,RDA-BWO: hybrid energy efficient data transfer and mobile sink location prediction in heterogeneous WSN,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:u9iWguZQMMsC,"Wireless Networks 27 (7), 4421-4440, 2021","P Gupta, S Tripathi, S Singh",25,
Dr Aruna Malik,A GA-based sustainable and secure green data communication method using IoT-enabled WSN in healthcare,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:dhFuZR0502QC,"IEEE Internet of Things Journal 9 (10), 7481-7490, 2021","S Singh, AS Nandan, A Malik, R Kumar, LK Awasthi, N Kumar",42,
Dr Aruna Malik,Energy efficient rendezvous points based routing technique using multiple mobile sink in heterogeneous wireless sensor networks,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:lSLTfruPkqcC,"Wireless Networks 27 (6), 3733-3746, 2021","P Gupta, S Tripathi, S Singh",30,
Dr Aruna Malik,Robust RDH Technique Using Sorting and IPVO-Based Pairwise PEE for Secure Communication,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:L8Ckcad2t8MC,"International Journal of System Dynamics Applications (IJSDA) 11 (2), 1-17, 2021","A Malik, R Kumar",,
Dr Aruna Malik,Object detection and movement prediction for autonomous vehicle: a review,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:-f6ydRqryjwC,"2021 2nd International Conference on Secure Cyber Computing and …, 2021","R Pandey, A Malik",8,
Dr Aruna Malik,Deep learning end to end speech synthesis: A review,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:hC7cP41nSMkC,"2021 2nd International Conference on Secure Cyber Computing and …, 2021","O Nazir, A Malik",9,
Dr Aruna Malik,An energy-efficient modified metaheuristic inspired algorithm for disaster management system using WSNs,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:aqlVkmm33-oC,"IEEE Sensors Journal 21 (13), 15398-15408, 2021","S Singh, AS Nandan, A Malik, N Kumar, A Barnawi",50,
Dr Aruna Malik,Gray-Version Invariant Reversible Data Hiding Scheme Based on 2D Histogram Modification for Color Images,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:M3ejUd6NZC8C,"Advances in Smart Communication and Imaging Systems: Select Proceedings of …, 2021","A Malik, S Singh, S Awasthi, P Yadav",,
Dr Aruna Malik,OCHEP: an optimized cluster head election protocol for heterogeneous WSNs,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:4TOpqqG69KYC,"Advances in Smart Communication and Imaging Systems: Select Proceedings of …, 2021","S Singh, P Yadav, A Malik, R Agrawal",4,
Dr Aruna Malik,Energy efficient hotspot problem mitigation techniques using multiple mobile sink in heterogeneous wireless sensor network,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:uWQEDVKXjbEC,"International Journal of Communication Systems 33 (18), e4641, 2020","P Gupta, S Tripathi, S Singh",10,
Dr Aruna Malik,Efficient pixel-value differencing based hybrid steganographic method using modulus function,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:Zph67rFs4hoC,"International Journal of Information Retrieval Research (IJIRR) 10 (4), 51-62, 2020","A Malik, S Gandhi",1,
Dr Aruna Malik,A reversible data hiding scheme for interpolated images based on pixel intensity range,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:KlAtU1dfN6UC,"Multimedia Tools and Applications 79 (25), 18005-18031, 2020","A Malik, G Sikka, HK Verma",70,
Dr Aruna Malik,A Threshold‐Based Optimization Energy‐Efficient Routing Technique in Heterogeneous Wireless Sensor Networks,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:08ZZubdj9fEC,"Machine Learning and Cognitive Computing for Mobile Communications and …, 2020",S Singh,1,
Dr Aruna Malik,Learning automata based heuristics for target Q-coverage,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:ZHo1McVdvXMC,"2020 8th International Conference on Reliability, Infocom Technologies and …, 2020","S Singh, AK Dwivedi, AK Sharma, PS Mehra",7,
Dr Aruna Malik,OSEP: an optimized stable election protocol in heterogeneous wireless sensor networks,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:YOwf2qJgpHMC,"The International Conference on Recent Innovations in Computing, 235-251, 2020","S Singh, PK Singh, A Malik",6,
Dr Aruna Malik,DACHE: A data aggregation-based effective and optimized cluster head election routing protocol for HWSNs,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:ULOm3_A8WrAC,"The International Conference on Recent Innovations in Computing, 275-292, 2020","A Malik, S Singh, PK Singh",7,
Dr Aruna Malik,A sustainable data gathering technique based on nature inspired optimization in WSNs,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:g5m5HwL7SMYC,"Sustainable Computing: Informatics and Systems 24, 100354, 2019",S Singh,16,
Dr Aruna Malik,A Clustering Based Optimized PEGASIS in Wireless Sensor Networks,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:nb7KW1ujOQ8C,"International Conference on Futuristic Trends in Networks and Computing …, 2019","S Singh, PK Singh",1,
Dr Aruna Malik,Sustainable Computing: Informatics and Systems,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:tOudhMTPpwUC,,S Singh,,
Dr Aruna Malik,A high capacity data hiding scheme using modified AMBTC compression technique.,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:5nxA0vEk-isC,"Int. Arab J. Inf. Technol. 16 (1), 148-155, 2019","A Malik, G Sikka, HK Verma",9,
Dr Aruna Malik,Anonymity Preserving Authentication and Key Agreement Scheme for Wireless Sensor,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:KxtntwgDAa4C,"Futuristic Trends in Network and Communication Technologies: First …, 2018","S Singh, B Kumar¹",,
